kode_produk,nama_produk,kategori_id,vendor_id,jenis,deskripsi,spesifikasi,harga_satuan,harga_grosir,satuan,stok_minimal,stok_tersedia,gambar,status,created_at,updated_at,harga_diskon,is_featured
AX-166,AXIOO MYBOOK PRO K5 NOTEBOOK,1,1,barang_it,Screen Size : 14 Inch FHD IPS Display Screen\r\nCPU : Inter Core i5-1135G7\r\nRAM : 8 GB DDRStorage : 512GB \r\nSSD NVMEOS : Windows 10 Pro\r\nGaransi : 1 tahun\r\nIntegrated Intel GraphicsHD \r\nCamera\r\nUSB PortsRJ45 LAN\r\nWiFi and BluetoothHDMI Port,"""TKDN+BMP : 50,70%Screen Size : 14 Inch FHD IPS Display ScreenCPU : Inter Core i5-1135G7RAM : 8 GB DDRStorage : 512GB SSD NVMEOS : Windows 10 ProGaransi : 1 tahunIntegrated Intel GraphicsHD CameraUSB PortsRJ45 LANWiFi and BluetoothHDMI Port""",9850000.00,,unit,10,10,68c2869f83171.jpeg,aktif,2025-09-11 08:06:07,2025-09-13 03:31:23,0,0);
ACER-ASPIR-762,ACER Aspire Lite AL14 31P C6DD,1,1,barang_it,"""- Processor : Intel N100 Processor (4 Cores, 3.4 GHz)\r\n- OS : Windows 11 Home\r\n- Memory : 8 GB DDR5 Memory (Upgradeable up to 16 GB)\r\n- Storage : 512 GB SSD NVMe\r\n- Inch, Res, Ratio, Panel : 14\"""" WUXGA 1920 x 1200, IPS, Acer ComfyView\r\n??? Graphics : Intel UHD Graphics\r\n??? Features : 180 Degree Open Design\r\n??? OS : Windows 11 Home + Office Home Student 2021""","""??? Processor : Intel?? N100 Processor (4 Cores, 3.4 GHz)\r\n??? OS : Windows 11 Home\r\n??? Memory : 8 GB DDR5 Memory (Upgradeable up to 16 GB)\r\n??? Storage : 512 GB SSD NVMe\r\n??? Inch, Res, Ratio, Panel : 14\"""" WUXGA 1920 x 1200, IPS, Acer ComfyView\r\n??? Graphics : Intel UHD Graphics\r\n??? Features : 180 Degree Open Design\r\n??? OS : Windows 11 Home + Office Home Student 2021""",4900000.00,,unit,10,10,68c2865b39e94.png,aktif,2025-09-11 08:09:40,2025-09-13 03:23:10,0,0
BROTHER-S-718,Brother ADS-1300 Scanner,1,1,barang_it,"""Scanning Speed: 30ppm/300dpi, 7ppm/600dpi\r\nDocument Size - Multiple Sheets - Length: 70 mm to 355.6 mm\r\nDocument Size - Multiple Sheets - Width: 50.8 mm to 215.9 mm\r\nColour / Monochrome: Yes / Yes\r\n2-Sided (Duplex) Scan: Yes\r\nColour Depth - Input: 48-bit colour processing\r\nColour Depth - Output:24-bit colour processing\r\nResolution - Optical: Up to 600 dpi ?? 600 dpi\r\nResolution - Interpolated: Up to 1,200 dpi ?? 1,200 dpi\r\nDocument Scanning Width / Length: Up to 215.9 mm\r\nADF (Automatic Document Feeder): Up to 20 sheets\r\nMemory Capacity: SDRAM: 256MB""","""Scanning Speed: 30ppm/300dpi, 7ppm/600dpi\r\nDocument Size - Multiple Sheets - Length: 70 mm to 355.6 mm\r\nDocument Size - Multiple Sheets - Width: 50.8 mm to 215.9 mm\r\nColour / Monochrome: Yes / Yes\r\n2-Sided (Duplex) Scan: Yes\r\nColour Depth - Input: 48-bit colour processing\r\nColour Depth - Output:24-bit colour processing\r\nResolution - Optical: Up to 600 dpi ?? 600 dpi\r\nResolution - Interpolated: Up to 1,200 dpi ?? 1,200 dpi\r\nDocument Scanning Width / Length: Up to 215.9 mm\r\nADF (Automatic Document Feeder): Up to 20 sheets\r\nMemory Capacity: SDRAM: 256MB""",4225000.00,,unit,10,10,68c288e7f26a5.jpg,aktif,2025-09-11 08:27:35,2025-09-11 08:31:53,0,0
VENOMRX-RH-920,VenomRX Rhombus Fixed RGB Black,1,1,barang_it,Model Fixed RGB\r\nColor Black\r\nSize 120x120x25 mm\r\nVoltage DC 12V\r\nCurrent 0.15 Ampere\r\nSpeed 1200?? 10% RPM\r\nAirflow 41.8 CFM\r\nAir Pressure 1.56 mm H-20\r\nBearing Type Hydro Bearing\r\nNoise 26.4dB\r\nLifespan 30.000 Hours\r\nConnector 4-pin Molex,Model Fixed RGB\r\nColor Black\r\nSize 120x120x25 mm\r\nVoltage DC 12V\r\nCurrent 0.15 Ampere\r\nSpeed 1200?? 10% RPM\r\nAirflow 41.8 CFM\r\nAir Pressure 1.56 mm H-20\r\nBearing Type Hydro Bearing\r\nNoise 26.4dB\r\nLifespan 30.000 Hours\r\nConnector 4-pin Molex,29000.00,,unit,10,10,68c28897e314e.jpg,aktif,2025-09-11 08:29:33,2025-09-11 08:30:15,0,0
NETLINK-HT-048,Netlink HTB-3100 10/100 Media Converter,1,1,barang_it,"""Operating standars : IEEE802.3u, 10/100Base-TX and 100Base-FX\r\nMAC address table : 1K\r\nConnector :\r\nUTP: RJ-45 10/100Mbps\r\nFiber : SC 100Mbps\r\nCable :\r\nUTP: Cat. 5 UTP/SFTP/FTP & Cat.6 UTP/SFTP/FTP (the max distance up to 100m)\r\nFiber (Singlemode) : 8.3/125, 8.7/125, 9/125, 10/125um (the max distance up to 90km)\r\nFlow Control\r\nFull Duplex: IEEE802.3x\r\nHalf Duplex: Backpressure\r\nLED: Power, FX 100, FX Link/Act, TX 100, TX FDX, TX Link/Act\r\nPower: AC 110V - 220V to DC 5V\r\nAmbient temperature : 0-50\r\nStorage temperature : -20 +70""","""Operating standars : IEEE802.3u, 10/100Base-TX and 100Base-FX\r\nMAC address table : 1K\r\nConnector :\r\nUTP: RJ-45 10/100Mbps\r\nFiber : SC 100Mbps\r\nCable :\r\nUTP: Cat. 5 UTP/SFTP/FTP & Cat.6 UTP/SFTP/FTP (the max distance up to 100m)\r\nFiber (Singlemode) : 8.3/125, 8.7/125, 9/125, 10/125um (the max distance up to 90km)\r\nFlow Control\r\nFull Duplex: IEEE802.3x\r\nHalf Duplex: Backpressure\r\nLED: Power, FX 100, FX Link/Act, TX 100, TX FDX, TX Link/Act\r\nPower: AC 110V - 220V to DC 5V\r\nAmbient temperature : 0-50\r\nStorage temperature : -20 +70""",79000.00,,unit,10,10,68c28b04e6e6f.jpg,aktif,2025-09-11 08:32:59,2025-09-11 08:40:36,0,0
VENTUZ-KAB-512,Ventuz Kabel VGA To VGA (Gold Plate) 3M,1,1,barang_it,3+9 Double color\r\n28#BC copper OD7.8-8.0\r\ngold-plated+ 100%\r\nlength 1.5m-30m\r\ndouble true ring + weave 25m-50m\r\ndouble true ring 1080P,3+9 Double color\r\n28#BC copper OD7.8-8.0\r\ngold-plated+ 100%\r\nlength 1.5m-30m\r\ndouble true ring + weave 25m-50m\r\ndouble true ring 1080P,48000.00,,unit,10,10,68c28a2b11bf1.jpeg,aktif,2025-09-11 08:34:18,2025-09-11 08:36:59,0,0
ORICO-HDD-740,ORICO HDD SSD Enclosure 2.5 Inch USB 3.0 - 2020U3-V1,1,1,barang_it,"""1. Product Model : ORICO-2020U3-V1\r\n2. Material : ABS\r\n3. Color : Black\r\n4. Dimension : 132.9mm(L)*80mm(W)*17mm(H)\r\n5. Transmission Interface : USB3.0 Micro-B\r\n6. Transmission Speed : 5Gbps\r\n7. Support Capacity : Up to 6TB\r\n8. Hard Disk Support Thickness : 7-9.5MM\r\n9. Support System : Windows / Mac OS / Linux\r\n10. Packaging accessories : Micro-B to USB-A 0.5M data cable*1, manual*1, shockproof sponge*1""","""1. Product Model : ORICO-2020U3-V1\r\n2. Material : ABS\r\n3. Color : Black\r\n4. Dimension : 132.9mm(L)*80mm(W)*17mm(H)\r\n5. Transmission Interface : USB3.0 Micro-B\r\n6. Transmission Speed : 5Gbps\r\n7. Support Capacity : Up to 6TB\r\n8. Hard Disk Support Thickness : 7-9.5MM\r\n9. Support System : Windows / Mac OS / Linux\r\n10. Packaging accessories : Micro-B to USB-A 0.5M data cable*1, manual*1, shockproof sponge*1""",62000.00,,unit,10,10,68c28c495bef6.jpg,aktif,2025-09-11 08:44:03,2025-09-11 08:46:01,0,0
DJI-MINI-4-807,DJI Mini 4 Pro (DJI RC 2),1,1,barang_it,Sensor 1/1.3-inch CMOS\r\n4K/60fps HDR True Vertical Shooting\r\nOmnidirectional Obstacle Sensing untuk pelacakan yang stabil\r\n20km FHD Video Transmission\r\nFitur ActiveTrack 360??\r\nDilengkapi Advanced Pilot Assistance Systems (APAS) untuk keamanan tambahan,Sensor 1/1.3-inch CMOS\r\n4K/60fps HDR True Vertical Shooting\r\nOmnidirectional Obstacle Sensing untuk pelacakan yang stabil\r\n20km FHD Video Transmission\r\nFitur ActiveTrack 360??\r\nDilengkapi Advanced Pilot Assistance Systems (APAS) untuk keamanan tambahan,11544000.00,,unit,10,10,68c28cececc97.jpeg,aktif,2025-09-11 08:47:17,2025-09-11 08:48:44,0,0
PROCESSOR--613,Processor Intel Core i5-12400F (BOX),1,1,barang_it,Max Turbo Frequency : 4.40 GHz\r\nPerformance-core Max Turbo Frequency : 4.40 GHz\r\nPerformance-core Base Frequency : 2.50 GHz\r\nCache : 18 MB Intel???? Smart Cache\r\nTotal L2 Cache : 7.5 MB\r\nProcessor Base Power : 65 W\r\nMaximum Turbo Power : 117 W\r\nMax Memory Size (dependent on memory type) : 128 GB\r\nSockets Supported: FCLGA1700,Max Turbo Frequency : 4.40 GHz\r\nPerformance-core Max Turbo Frequency : 4.40 GHz\r\nPerformance-core Base Frequency : 2.50 GHz\r\nCache : 18 MB Intel???? Smart Cache\r\nTotal L2 Cache : 7.5 MB\r\nProcessor Base Power : 65 W\r\nMaximum Turbo Power : 117 W\r\nMax Memory Size (dependent on memory type) : 128 GB\r\nSockets Supported: FCLGA1700,1800000.00,,unit,10,10,68c28df7a0b6c.jpg,aktif,2025-09-11 08:50:41,2025-09-11 08:53:11,0,0
ASUS-PRIME-649,ASUS PRIME H610M-K D4,1,1,barang_it,"""Intel H610 (LGA 1700) mic-ATX motherboard with DDR4, PCIe 4.0, M.2 slot, Realtek 1 Gb Ethernet, HDMI, D-Sub, USB 3.2 Gen 1 ports, SATA 6 Gbps, COM header, RGB header\r\n??? Comprehensive cooling: PCH heatsink and Fan Xpert\r\n??? Ultrafast connectivity: 32Gbps M.2 slot, Realtek 1 Gb Ethernet and USB 3.2 Gen 1 support\r\n??? 5X Protection III: Multiple hardware safeguards for all-round protection\r\nCPU\r\nIntel Socket LGA1700 for 12th Gen Intel Core, Pentium Gold and Celeron Processors*\r\nSupports Intel Turbo Boost Technology 2.0 and Intel Turbo Boost Max Technology 3.0**\r\n** Intel Turbo Boost Max Technology 3.0 support depends on the CPU types.\r\nMemory\r\n2 x DIMM, Max. 64GB, DDR4 3200/3000/2933/2800/2666/2400/2133 Non-ECC, Un-buffered Memory*\r\nDual Channel Memory Architecture\r\nSupports Intel Extreme Memory Profile (XMP)\r\n* Actual memory data rate depends on the CPU types and DRAM modules, for more information\r\nGraphics\r\n1 x D-Sub port\r\n1 x HDMI port**\r\n* Graphics specifications may vary between CPU types.\r\n** Supports 4K@60Hz as specified in HDMI 2.1.\r\nForm Factor\r\nmATX Form Factor""","""Intel H610 (LGA 1700) mic-ATX motherboard with DDR4, PCIe 4.0, M.2 slot, Realtek 1 Gb Ethernet, HDMI, D-Sub, USB 3.2 Gen 1 ports, SATA 6 Gbps, COM header, RGB header\r\n??? Comprehensive cooling: PCH heatsink and Fan Xpert\r\n??? Ultrafast connectivity: 32Gbps M.2 slot, Realtek 1 Gb Ethernet and USB 3.2 Gen 1 support\r\n??? 5X Protection III: Multiple hardware safeguards for all-round protection\r\nCPU\r\nIntel Socket LGA1700 for 12th Gen Intel Core, Pentium Gold and Celeron Processors*\r\nSupports Intel Turbo Boost Technology 2.0 and Intel Turbo Boost Max Technology 3.0**\r\n** Intel Turbo Boost Max Technology 3.0 support depends on the CPU types.\r\nMemory\r\n2 x DIMM, Max. 64GB, DDR4 3200/3000/2933/2800/2666/2400/2133 Non-ECC, Un-buffered Memory*\r\nDual Channel Memory Architecture\r\nSupports Intel Extreme Memory Profile (XMP)\r\n* Actual memory data rate depends on the CPU types and DRAM modules, for more information\r\nGraphics\r\n1 x D-Sub port\r\n1 x HDMI port**\r\n* Graphics specifications may vary between CPU types.\r\n** Supports 4K@60Hz as specified in HDMI 2.1.\r\nForm Factor\r\nmATX Form Factor""",1200000.00,,unit,10,10,68c28ff90fc08.jpg,aktif,2025-09-11 08:59:58,2025-09-11 09:02:11,0,0
MSI-VGA-CA-608,MSI VGA Card GeForce GTX 1650 D6 VENTUS XS OCV1 4GB GDDR6,1,1,barang_it,"""NVIDIA GeForce GTX 1650 Prosesor 896 unit kore dan frekuensi kore\r\nBoost 1620 MHz. Memori GDDR6 4GB beroperasi pada kecepatan 12 Gbps. Interface\r\nPCI Express x16 3.0 memastikan koneksi yang stabil. Dengan output DL-DVI-D,\r\nHDMI 2.0b, dan DisplayPort v1.4, kartu ini mendukung berbagai layar.""","""Model GeForce GTX 1650 D6 VENTUS XS OCV1 menawarkan grafis NVIDIA GeForce GTX\r\n1650. Prosesor grafis ini dilengkapi dengan 896 unit kore dan frekuensi kore\r\nBoost 1620 MHz. Memori GDDR6 4GB beroperasi pada kecepatan 12 Gbps. Interface\r\nPCI Express x16 3.0 memastikan koneksi yang stabil. Dengan output DL-DVI-D,\r\nHDMI 2.0b, dan DisplayPort v1.4, kartu ini mendukung berbagai layar.""",2450000.00,,unit,10,1,68c29159a2685.png,aktif,2025-09-11 09:05:29,2025-09-11 09:09:34,0,0
VGEN-DDR4--460,V-Gen DDR4 PLATINUM 8GB PC19200/2400Mhz,1,1,barang_it,"""V-GeN PLATINUM 8GB PC19200/2400Mhz Long Dimm (Memory PC VGEN) Kapasitas tersedia : 4GB, 8GB, dan 16GB Dimensi : 130mm x 30mm x 2mm Kecepatan : 2400Mhz Chipset : Major Brand (Samsung/SKHynix/Micron) Slot : DIMM 288 Pin Type : Unbuffered Voltage : 1.2V ECC""","""RAM DDR4 V-GeN PLATINUM 8GB PC19200/2400Mhz Long Dimm (Memory PC VGEN) Kapasitas tersedia : 4GB, 8GB, dan 16GB Dimensi : 130mm x 30mm x 2mm Kecepatan : 2400Mhz Chipset : Major Brand (Samsung/SKHynix/Micron) Slot : DIMM 288 Pin Type : Unbuffered Voltage : 1.2V ECC""",286500.00,,unit,10,10,68c2931bb3bb2.jpeg,aktif,2025-09-11 09:08:31,2025-09-12 05:05:37,0,0
VGEN-SSD-M-399,V-Gen SSD M2 NVME 512 GB Hyper,1,1,barang_it,"""Capacity : 512GB Dimensi : 80.15 x 22.15 x 2.38 (mm) Read up to 3500 MB/s Write up to 2500 MB/s Interface : NVM express 1.3 , PCIe Gen 3.0 x4 Form Factor : M.2 (2280) Operating Temperature : 0??C ??? 70??C Volume : +/- 20 gr""","""Capacity : 512GB Dimensi : 80.15 x 22.15 x 2.38 (mm) Read up to 3500 MB/s Write up to 2500 MB/s Interface : NVM express 1.3 , PCIe Gen 3.0 x4 Form Factor : M.2 (2280) Operating Temperature : 0??C ??? 70??C Volume : +/- 20 gr""",585000.00,,unit,10,10,68c292ba31918.jpg,aktif,2025-09-11 09:10:10,2025-09-11 09:13:30,0,0
WDC-BLUE-I-487,"WD Blue INT SATA 3.5\"""" 1 TB",1,1,barang_it,"""- Capacity: 1TB, 2TB\r\n- RPM Class: 7200\r\n- Interface: SATA 6 Gb/s\r\n- Form Factor: 3.5 Inch""","""- Capacity: 1TB, 2TB\r\n- RPM Class: 7200\r\n- Interface: SATA 6 Gb/s\r\n- Form Factor: 3.5 Inch""",835000.00,,unit,10,10,68c293554d03e.png,aktif,2025-09-11 09:12:21,2025-09-12 07:37:50,0,0
DEEPCOOL-P-423,Deepcool Power Supply PF500 (Flat Cable) 500W 80PLUS,1,1,barang_it,"""Type ATX12V V2.4\r\nProduct Dimensions 150??140??86mm (W x L x H)\r\n80PLUS Certifications 230V EU White\r\nFan Size 120mm\r\nFan Bearing Hypro Bearing\r\nTopology Active PFC+Double tube forward\r\nCapacitors Taiwan bulk capacitor\r\nPower Good Signal 100-500ms\r\nHold Up Time ???16ms(75% Load)\r\nEfficiency ???85% Under Typical Load(50% Loading)\r\nProtection OPP/OVP/SCP\r\nOperation Temperature 0-40??C\r\nRegulatory CB/CCC/CE/UKCA/EAC/RCM/BIS\r\nErp Regulation ErP 2010\r\nMTBF 100,000 Hours""","""Type ATX12V V2.4\r\nProduct Dimensions 150??140??86mm (W x L x H)\r\n80PLUS Certifications 230V EU White\r\nFan Size 120mm\r\nFan Bearing Hypro Bearing\r\nTopology Active PFC+Double tube forward\r\nCapacitors Taiwan bulk capacitor\r\nPower Good Signal 100-500ms\r\nHold Up Time ???16ms(75% Load)\r\nEfficiency ???85% Under Typical Load(50% Loading)\r\nProtection OPP/OVP/SCP\r\nOperation Temperature 0-40??C\r\nRegulatory CB/CCC/CE/UKCA/EAC/RCM/BIS\r\nErp Regulation ErP 2010\r\nMTBF 100,000 Hours""",515000.00,,unit,10,10,68c29433d8797.jpg,aktif,2025-09-11 09:14:36,2025-09-11 09:19:47,0,0
LG-LED-22--106,"LG Led 22\"""" 22MR410-B HDMI+VGA",1,1,barang_it,- 21.45??? Full HD display\r\n- 100Hz Refresh Rate\r\n- Reader Mode\r\n- OnScreen Control\r\n- AMD FreeSync / Black Stabiliser,- 21.45??? Full HD display\r\n- 100Hz Refresh Rate\r\n- Reader Mode\r\n- OnScreen Control\r\n- AMD FreeSync / Black Stabiliser,1070000.00,,unit,10,10,68c29468e5397.jpg,aktif,2025-09-11 09:17:02,2025-09-12 07:39:41,0,0
DAHUA-COO-104,DAHUA DH-XVR1B04-I 4CH 2MP H265+,1,1,barang_it,Merk: Dahua\r\nModel: DH-XVR1B04-I\r\nCamera Input: 4 Channel\r\nResolution: 2MP 1920x1080p\r\nVideo Compression: H.265 Pro+/H.265 Pro/H.265/H.264+/H.264\r\n5 signals input adaptively (HDTVI/AHD/CVI/CVBS/IP)\r\nHDD Capacity: 1x HDD up to 6TB (Belum termasuk HDD)\r\nAplikasi HP: Digital Mobile Surveillance System (DMSS)\r\nHDMI Output: Yes 1x\r\nVGA Output: Yes 1x\r\nRCA Output: N/A\r\nLAN RJ-45 Input: Yes 1x\r\nUSB Input: Yes 2x\r\nAudio Input & Output: Yes 1x /1x\r\nPower Supply: DC 12V 1.5A\r\nBerat (tanpa HDD): ??? 1.1 kg\r\nDimensi (P x L x T): 197 ?? 192 ?? 41 mm,Merk: Dahua\r\nModel: DH-XVR1B04-I\r\nCamera Input: 4 Channel\r\nResolution: 2MP 1920x1080p\r\nVideo Compression: H.265 Pro+/H.265 Pro/H.265/H.264+/H.264\r\n5 signals input adaptively (HDTVI/AHD/CVI/CVBS/IP)\r\nHDD Capacity: 1x HDD up to 6TB (Belum termasuk HDD)\r\nAplikasi HP: Digital Mobile Surveillance System (DMSS)\r\nHDMI Output: Yes 1x\r\nVGA Output: Yes 1x\r\nRCA Output: N/A\r\nLAN RJ-45 Input: Yes 1x\r\nUSB Input: Yes 2x\r\nAudio Input & Output: Yes 1x /1x\r\nPower Supply: DC 12V 1.5A\r\nBerat (tanpa HDD): ??? 1.1 kg\r\nDimensi (P x L x T): 197 ?? 192 ?? 41 mm,510000.00,,unit,10,10,68c296c66bdf0.jpeg,aktif,2025-09-11 09:21:40,2025-09-11 09:30:46,0,0
ADAPTOR-12-794,Adaptor 12V/10A Jaring,1,1,barang_it,"""- Cocok di pakai untuk aplikasi CCTV, Radio, Charger, LED Strip, Computer project.\r\n- Ada cooling fan.\r\n- High Efficiency, Low Temperature.\r\n- Safety design with shortage protection, overload protection and auto voltage switching.\r\n- DC Voltage: 12V.\r\n- Current Range: 10A 20A 30A\r\n- Rated Power: 120W 240W 360W""","""- Cocok di pakai untuk aplikasi CCTV, Radio, Charger, LED Strip, Computer project.\r\n- Ada cooling fan.\r\n- High Efficiency, Low Temperature.\r\n- Safety design with shortage protection, overload protection and auto voltage switching.\r\n- DC Voltage: 12V.\r\n- Current Range: 10A 20A 30A\r\n- Rated Power: 120W 240W 360W""",85000.00,,unit,10,10,68c296e532c67.jpg,aktif,2025-09-11 09:24:28,2025-09-11 09:31:17,0,0
L-046,Logitech Mouse MK120,1,1,barang_it,-Full size Mouse\r\n-High Definition Optical tracking\r\n-Plug and Play\r\n-Usb Conection,-Full size Mouse\r\n-High Definition Optical tracking\r\n-Plug and Play\r\n-Usb Conection,158000.00,,unit,0,1,68c3c26a6a0f8.jpg,aktif,2025-09-12 04:27:01,2025-09-12 08:32:05,0,0
EZVIZ-WALL-729,Ezviz Wallmount Bracket,1,1,barang_it,"""-Bisa digunakan untuk Kamera EZVIZ C6N ,C6CN ,C6TC ,C4W, C6WI , C6C\r\n-Mampu menahan beban camera hingga 5Kg\r\n-Cocok diletakan Diluar maupun di dalam ruangan.\r\n-Mudah dipasang,Simpel dan Praktis.\r\nModel : CS-CMT-Bracket-Wall Mount\r\nDimensions : 153,3 × 113,4 × 55 mm (6,04 × 4,46 × 2,17 inci)\r\nPackaging Dimensions : 156 × 115 × 58 mm (6,14 × 4,53 × 2,28 inci)""","""-Bisa digunakan untuk Kamera EZVIZ C6N ,C6CN ,C6TC ,C4W, C6WI , C6C\r\n-Mampu menahan beban camera hingga 5Kg\r\n-Cocok diletakan Diluar maupun di dalam ruangan.\r\n-Mudah dipasang,Simpel dan Praktis.\r\nModel : CS-CMT-Bracket-Wall Mount\r\nDimensions : 153,3 × 113,4 × 55 mm (6,04 × 4,46 × 2,17 inci)\r\nPackaging Dimensions : 156 × 115 × 58 mm (6,14 × 4,53 × 2,28 inci)""",50000.00,,unit,0,1,68c3d4b1b75a8.jpg,aktif,2025-09-12 05:31:43,2025-09-12 08:07:13,0,0
W-761,"WD BLUE INT SATA 3.5\"""" 500GB",1,1,barang_it,"""HARDISK 500GB WD BLUE HDD INTERNAL FOR PC COMPUTER KAPASITAS : 500GB PERFORMANCE 100% SENTINEL 100% POWER ON TIME :0 DAYS SPEED RPM 7200 MEREK WD BLUE UKURAN 3,5 INCHI SUPORT FOR PC CPU COMPUTER""","""HARDISK 500GB WD BLUE HDD INTERNAL FOR PC COMPUTER KAPASITAS : 500GB PERFORMANCE 100% SENTINEL 100% POWER ON TIME :0 DAYS SPEED RPM 7200 MEREK WD BLUE UKURAN 3,5 INCHI SUPORT FOR PC CPU COMPUTER""",225000.00,,unit,0,1,68c3c30355c62.jpg,aktif,2025-09-12 06:10:58,2025-09-13 03:18:21,0,0
CAPACITY-2-092,HIKVISION DS20HKVS-VX1 2TB,1,1,barang_it,,Capacity 2TB \r\nInterface SATA \r\nForm Factor 3.5 \r\nRPM 5400rpm\r\nCache 128MB,891000.00,,unit,0,1,68c3d48de793a.jpeg,aktif,2025-09-12 06:43:05,2025-09-12 08:06:37,0,0
SAMSUNG-19-148,"SAMSUNG 19\"""" HDMI LS19A330N",1,1,barang_it,"""Screen Size (Class) 19\r\nFlat / Curved Flat\r\nActive Display Size (HxV) (mm) 409.8mm x 230.4mm\r\nScreen Curvature N/A\r\nAspect Ratio 16:9\r\nPanel Type TN\r\nBrightness (Typical) 250cd/\r\nPeak Brightness (Typical) N/A\r\nBrightness (Min) 200cd/\r\nContrast Ratio Static 600:1(Typical)\r\nDynamic Contrast Ratio Mega\r\nHDR(High Dynamic Range) N/A\r\nHDR10+ N/A\r\nResolution 1,366 x 768\r\nResponse Time 5 (GTG\r\nViewing Angle (H/V) 90/65\r\nColor Support Max 16.7M\r\nColor Gamut (NTSC 1976) 72%\r\nColor Gamut (DCI Coverage) N/A\r\nsRGB Coverage N/A\r\nAdobe RGB Coverage N/A\r\nRefresh Rate Max 60Hz""","""Screen Size (Class) 19\r\nFlat / Curved Flat\r\nActive Display Size (HxV) (mm) 409.8mm x 230.4mm\r\nScreen Curvature N/A\r\nAspect Ratio 16:9\r\nPanel Type TN\r\nBrightness (Typical) 250cd/\r\nPeak Brightness (Typical) N/A\r\nBrightness (Min) 200cd/\r\nContrast Ratio Static 600:1(Typical)\r\nDynamic Contrast Ratio Mega\r\nHDR(High Dynamic Range) N/A\r\nHDR10+ N/A\r\nResolution 1,366 x 768\r\nResponse Time 5 (GTG\r\nViewing Angle (H/V) 90/65\r\nColor Support Max 16.7M\r\nColor Gamut (NTSC 1976) 72%\r\nColor Gamut (DCI Coverage) N/A\r\nsRGB Coverage N/A\r\nAdobe RGB Coverage N/A\r\nRefresh Rate Max 60Hz""",1080000.00,,unit,0,1,68c3c31e253b9.jpg,aktif,2025-09-12 06:51:21,2025-09-12 08:13:57,0,0
W-415,"WD PURPLE INT SATA 3.5\"""" 1TB",1,1,barang_it,"""Harddisk CCTV WD Purple 1TB.\r\nBisa untuk komputer, DVR, dan NVR.\r\nBisa untuk home storage (ezviz).""","""Harddisk CCTV WD Purple 1TB.\r\nBisa untuk komputer, DVR, dan NVR.\r\nBisa untuk home storage (ezviz).""",525000.00,,unit,0,1,68c3d73c0b8d9.jpg,aktif,2025-09-12 06:55:45,2025-09-12 08:18:04,0,0
ADAPTOR-12-224,Adaptor 12v 5a Switching,3,1,barang_it,"""• Size : 5.5mmx 2.1mm ( Diameter Lubang )\r\n• Input/Voltage : 100-240\r\n• Output : 12V~5A\r\n• Barang Original,,biasa digunakan untuk Produk Fingerprint/Akses Solution/ZKteco Dll""","""• Size : 5.5mmx 2.1mm ( Diameter Lubang )\r\n• Input/Voltage : 100-240\r\n• Output : 12V~5A\r\n• Barang Original,,biasa digunakan untuk Produk Fingerprint/Akses Solution/ZKteco Dll""",70000.00,,unit,0,1,68c3d0509210a.jpg,aktif,2025-09-12 07:01:07,2025-09-12 07:48:32,0,0
SSD-KINGST-503,KINGSTON SSD 240GB A400,1,1,barang_it,Form Factor: 2.5Inch Interface: SATA III 6Gb/s \r\nKapasitas: 240GB \r\nKecepatan Baca: Up to 500MB/s Kecepatan \r\nTulis: Up to 350MB/s \r\nController: 2Ch \r\nNAND: TLC Ketebalan: 7mm Start-up,Form Factor: 2.5Inch Interface: SATA III 6Gb/s \r\nKapasitas: 240GB \r\nKecepatan Baca: Up to 500MB/s Kecepatan \r\nTulis: Up to 350MB/s \r\nController: 2Ch \r\nNAND: TLC Ketebalan: 7mm Start-up,470000.00,,unit,0,1,68c3d6c4bc713.jpg,aktif,2025-09-12 07:03:25,2025-09-12 08:16:04,0,0
